,sentence,학습용 분류
421,"저희 주군께서 보내신 신하올시다, 얼마나 망극 망극한일인지 모르겠읍니다, 그랬것지.",1
422,경우가 저희 차를 향해 걸어갔다.,0
423,그 친구 저희 회사 직원인 신분으로 어떤 비도덕적인 행위라도 했다면 그건 저희 회사 명예에도 관계가 되는 일이거든요.,1
424,"류 작가는 ""스페인 원작이 파에야라면 저희는 볶음밥이다. 스페인에서 시작된 거대한 축제가 한국에서 다시 열린다고 생각해 달라""고 덧붙였다.",1
425,저희는 국가개발계획에서 교육 보건등 사회개발과 농업분야등의 경제개발에 역점을두고 있읍니다.,1
426,저희집에는 대학생 둘이 있어요.,1
427,저희 연구소에서 연구중인 성호르몬은 해충의 수컷을 유인하는데 쓰입니다.,1
428,한= 농약의 안전사용문제는 역시 더욱 강조되어야 한다고 저희들도 보고있읍니다.,1
429,"여러 가지 행동이나 생각, 생활 방법 등을 가족에게서 익혀온 자녀들이, 저희 인생에 대한 어떤 결정을, 어느 나이가 되면 조금씩 내리고 싶어한다는 것을 어른들은 알고 있었다.",0
430,"정일 권 소장은 목소리를 가 다듬이,"" 각하의 결심은 곧 저희들의 결심이읍니다.",1
431,김‖내신의 비중이 어느정도가 적당한지 저희들은 잘 모르겠지만 내신등급을 10등급에서 15등급으로 세분화시킨것이 다소 불만이에요.,1
432,그동안 교대생과 지방교사 대거전입으로 발령이 늦어지더니 82년10월2일자 조선일보란에 의하면 83년도도 82년도와 똑같은 전철을 밟는다니 발령받기만을 대기중인 저희들로서는 아연실색하지 않을 수가 없읍니다.,1
433,단지 저희들이 마음놓고 뛸 수 있는 체육관과 숙소만 있으면 돼요.,1
434,"송진우는 그때""국외문제는 박사께서 맡으셔서 잘해주시고 국내문제는 저희들이 하겠읍니다""라고 완곡히 거절했었다.",1
435,"여야 후보들은 민의를 반영하고 사회 갈등을 효율적으로 조율할 수 있는 권력구조 개편 방안에 대한 공통질문에 이 후보는 ""국민 의사가 제대로 반영되는 비례대표제를 포함한 선거제도를 개혁해서 제3의 선택이 가능하게 해야 된다는 걸 분명히 말씀드린다""면 ""저희 당도 노력할 것이고, 각 정치세력이 실력을 연합해서 발휘할 수 있는 통합정부와 국민 내각이 필요하다""고 말했다.",1
436,"저희 발레단은 훌륭한 안무가를 여러분 모시고있어 다양하고 섬세한 기량을 익히는데큰 도움이 되고있어요.""",1
437,저희 우야소태사께서는 애초부터 부모의 나라나 다름없는 고려를 배신하려 한적이 없읍니다.,1
438,저희집에서는 애들이 밥을 안먹겠다고 투정을 부리면 밥을 못먹게 하고 다음끼니 때까지 절대로 밥을 주지 않습니다.,1
439,"저희는 지난80년5월 재정적인 이유로 평양에있던 공관을 철수시켰읍니다만 앞으로 서울에는 상주공관을 설치토록 노력하겠읍니다""",1
440,"저희들은 재미"" 한국 군인회 ""를 주축으로 우선 이곳 미국"" 텍사스"" 지역과 남부지역을 위주로 점점 망각 되어가는 민족애와 국민정신을 함양시키고 아울러 자라나는 2세들에게 훌륭하였던 우리 선조들의 위업을 가슴에 떳떳이 심어 주고 애국 애족의 혼을 고취시키기 위하여 저희 젊은 지성인들이 중심이 되어 교포 가정에 태극기를 널리 보급하기로 했읍니다.",1
441,"저희 할아버지 무덤도 바로 저기에있는데, 구청에서 분묘이장통지서를 받은지 벌써 두달이나 지났어요.""",1
442,"마지막 뒷바라지 ""저희들의 새로운 팀컬러는 ""고무신""이에요.",1
443,"""저희들은 섬마을에 살기때문에 평소에도 바닷물이 늘 변화하며 움직이는 것이 신기했어요.",1
444,"저희들에게 의논할 여유를 주시겠읍니까?""",1
445,"당지 저희 조신들은 무공을 이미 떨쳤으니 마땅히 군사를 거두어 만전을 도모해야지, 지금 다시 오랑캐의 땅 깊숙히 더 쳐들어가 성지를 열치함은불가하다는 뜻을 아뢴 바있읍니다.",1
446,"19일 인천지방검찰청 조재빈 1차장은 SBS와의 인터뷰에서 ""검거 과정에서 경찰 역할이 컸다는 평가에 대해 어떻게 생각하나’는 질문을 받고 ""경찰이 도움을 준 것은 확실하다""며 ""중요한 정보는 저희(검찰)도 많이 갖고 있었다. 서로가 정보를 공유하며 검거를 위해 노력했다""고 밝혔다.",1
447,"당시 저희 제품을 동대문에서 구해서 팔았는데, 일일이 사이즈를 재고, 고객의 사이즈와 비교해서 제품을 추천해줬어요.""",1
448,고구려 시절부터 저희 족속은 은혜를 받아왔고 발해 이후 유리방랑하면서도 고려를 부모의 나라로 섬겨온 것은 다 아는 사실입니다.,1
449,이제는 쇠잔하시어 저희들 마음을 아프게 합니다.,1
450,일본인들이 저희들 나라 안에서 저희들 마음대로 독도를 죽도로 부르는 것은 일본인들이란 원래 그런 사람들이려니,0
451,"""장군께서는 저희들이 어떤 처지에 있는지 아십니까?""",1
452,""" 저희들이 카메라를 들고 거리에 나가도 좀처럼 고발할 거리를 찾기 어려운 사회가 됐으면 좋겠다""고 꼬마 출품자들은 결론을 내렸다.",1
453,람들은 시인 배경난씨와 소설 느지막이 분출구를 찾아 용솟음쳐 오르는 창작의욕이 저희들에겐 무척 소중스럽습니다.,1
454,저희는 저녁 식사 후 이삼십 분 동안 식구가 모여앉아 대화의 시간을 갖고 있는데 웃으면서 레크리에이션 시간을 갖습니다.,1
455,저희들이 복귀해서 뛸수 있었던 것은 팬들이나 축구계 선배들이 기대해 주고 아껴주었기 때문이 아니겠읍니까.,1
456,그러다가 저희는 입장시간까지 기다리기로 했읍니다.,1
457,"대학행정은 합리적인가 ""희생자""만 남기고 물러선 졸정제 복학문제로 얼마나 대화했는지 어경택 ""조령모개식의 문교행정 때문에 시험케이스로서 83년도에 졸업정원제에 의해 강제탈락된 저희 아이들이 너무도 가엾읍니다""",1
458,"저희는 30점 학생을 80점으로 빠르게 만들어줄 수 있는 회사, 그리고 그 빈틈을 노리는 회사죠.""",1
459,"저희 은행의 경우는 올들어 신규대출액의 절반 가량을 중소기업체에 중점 대출하고 있지만, 그래도 그들을 충족시킬 수는 없는 상태입니다.""",1
460,저희는 50년대의 격동기에 월남 청년시절 교육공무원으로 첫 발을 디딘지 30여년. 73년도까지는 상여금 제도도 없는 생활을 20여년 해왔으며 74년10월 처음으로 상여금을 받아보았읍니다.,1
461,"아버님,이제 안심하고 저희를 지켜보아주십시오.",1
462,"운전기사들의 과다한 노동시간을 줄이기위한 행정이었다면, 조금 더 깊이 생각하여 운전기사들의 처우개선을 하신 후에 실시를 하셨다면 정말 뜻깊은 일이었을 것이지만，당장 아버지 한 분에게만 의지하는 저희 집은 영향이 무척 큽니다. 2부제 근무 속에서도 최소한 생활 보장을 해 주셔야하지 않겠읍니까?",1
463,"""전하께서 영세불멸의 명성을 남기시는데 저희들이 거들 일은 없을까요?""""있소""""",1
464,"언제나 대마도의 갈길을 밝혀 주 시니 영감은 저희 대마도의 등불 이올시다""""",1
465,"항공이나 유나이티드 항공에 예약을 해드리죠. A:""샌프란시스코""에 가장 빨리 갈 수 있는 비행기에 예약해 주세요. B:저희 비행기는""로스앤젤레스""에 오후 3시50분에 도착합니다.",1
466,이것은 저희 어머니께서 드리는 조그만 선물입니다. ,1
467,게다가 저희들이 누구라는 걸 생판 알지도 못하는 여인네들한테 밝히고.,0
468,"""부디 저희들을 거두어 주십시오.",1
469,"멤버 제니는 앞서 기자간담회에서 ""(저희 반전 매력을) ""사랑스러운 독’으로 표현해 보고 싶었다""고 했다.",1
470,"그런데，그 쪽(영등포 총판)에서는 저희 배달원 뒤를 미행하여 독자집을 알내내어 12월26일정도 부터는 학습지 구독을 ""한달 무료에 책한 박스""로 각 가정에 선물 공세를 하고 있읍니다.",1
471,이 날 쉬는 시간을 이용하여 몇몇 아이들이 저희들끼리 만든 로케트의 발사 실험을 한다고 교실 창가에 발사대를 설치하고 심지에 불을 붙였다.,0
472,저희나 그곳이나 독자 확보에 힘쓰는 것은 사실이지만 워낙 재력이 없는 저로서는 확보하기 보다는 현 독자를 유지하려고 노력하는 실정입니다.,1
473,"또 저희들은 이런 기술을 익히면서 각자 일한만큼 돈도 받아 기숙사비를 마련할수 있었으니 마음이 뿌듯해요""",1
474,"살전 4 장, 시 2∶9, 계 2∶27, 계 12∶5 우리가 예수의 죽었다가 다시 사심을 믿을진대 이와 같이 예수 안에서 자는 자들도 하나님이 저와 함께 데리고 노시리라‥‥. 주께서 호령과 천사 장의 소리와 하나님의 나팔로 친히 하늘로 쫓아 강림하시리니 그리스도 안에서 죽은 자들이 먼저 일어나고 구 후에 우리 살아 남은 자도 저희와 함께 구름 속으로 끌어 올려 공중에서 주로 영접하게 하시리니 그리하여 우리가 항상 주와 함께 있으리라",0
475,저희들은 아직은 사회와 염격히 분리되어야 합니다.,1
476,"뻔히 아시면서 이러시니 중간에 낀 저희들만 죽을 맛입니다""""",1
477,저희들도 김씨댁에 들렀다 오는 길이 오이다.,1
478,이쪽은 저희들이 맡고 있고 그 외 강남에는 두 파가 더 있습니다.,1
479,"이번에 확정된 미사통상문은 ""주여""를 ""주님""으로，""우리""를 ""저희""로 바꾸는 등 하느님에 대한 경칭을 강화한 것이 특징이며 사제양성 지침은 사제의 계속교육과 영성훈련을 강조하고 있다.",1
480,"민주당에서 풍수지리 등 무속 논란을 제기하는 데 대해선 ""대선 과정에서도 나왔지만 무속은 민주당이 더 관심이 많은 것 같다""며 ""용산은 처음부터 (이전 후보에서) 완전히 배제한 건 아니고 저희가 공약을 만드는 과정에서 여러 대안으로 생각했다""고 일축했다.",1
481,저자는 어머니 강난경씨(강난경·52)와 딸들인 성저희(26)현희(24)준요씨(22).,2
482,"그 같은 일관된 저희의 뉴스채널 운영 주장에 정부도 나중에는 수긍하더군요.""",1
483,"저희들이 수경사에 있는데 여기서 할 것입니다""(尹) """,1
484,저희들로 말하면 도리어 처신하기가 어렵고，거북한 일이 한두 가지가 아니지요.,1
485,"뜻 밖의 작별 인사*이들은 북측 지역을 향해 ""남포만세 평양만세** 엄마 억류돼 있던 남포지역에서 식사를 차려주던 아줌마 안녕히 계셔요""라고 외치며 작별인사를 했으며 일부 선원들은 ""저희를 아는 모든 분들 안녕히 계십시오"" ""이 은혜는잊지 않겠습니다""고 인사.",1
486,""" 저희 부부는 결혼 후 13년 간 한번도 빠짐없이 아침 출근 전에 맞절을 합니다.",1
487,"""저희를 이렇게 모으셨으니 칸께서 무슨 비책이 있으실 것입니다.",1
488,"""저희 학교 졸업생 중에는 국제경제나 국제정치분야에서 활약하는 분들이 많습니다.",1
489,"이에따라 ""주여, 우리를 불쌍히 여기소서""는 ""주님, 저희를 불쌍히 여기소서""로， ""온누리의 주, 천주여""는 ""온누리의 주, 하느님""으로 바뀌게 되며 주의 기도 역시 ""우리에게…""가 모두 ""저희에게…""로 바뀐다.",1
490,"말하자면 북은 생각지도 않고 있었는데 남쪽에서 일부 정치인들이 제풀에 먼저 ""조문 용의 있나""하고 ""고맙게도(?)"" 문제를 일으켜 긁어부스럼을 내고 저희들끼리 ""불난집""을 만들어버리는 바람에 북은 톡톡히 재미를 보게 된 것이다.",0
491,"일각의 후보교체론에 대해선 ""만약 지금 후보 교체가 된다면 저희는 선거를 치를 필요도 없이 진다""며 가능성을 일축했다.",1
492,"맛을내는 비결이래야 간장，된장 등 온갖 양념을 우리나라 토종으로 쓰는 것 정도이고，20년동안 성실하게 이 일을 하다보니 아침장 볼 때도 좋은 고기를 골라올 수 있어 손님들이 저희집을 믿고 찾아주시는 것 같아요.""",1
493,"김교수님, 저희는 한국에 캐릭터만화를 보내드리겠습니다""",1
494,"미래에 각광받을 온라인게임의 개발에 저희들의 젊음을 쏟아붓고 싶습니다""",1
495,저희 후배들은 장관님의 유지를 받들어 조국이 더욱 부강하여 세계에 우뚝 서도록 온 힘을다하겠습니다.,1
496,"그래도 판이 5만장이나 나갔고，음악하는 사람들이 저희를 알아주게된 게 소득이었습니다.""",1
497,"야마시타 형님의 글씨가 아냐""""그럼 저희들이 당한 검니까?""""",1
498,"저희들은 열심히 공부해서부모님 걱정끼쳐드리지 않고, 기대에 어긋나지 않겠습니다.""",1
499,아무도 모르지. 처마 끝 빗방울들 저희끼리 뺨 부비는 동안 뒷등에 붐비는 무수한 생각비늘처럼 떨구고 숲으로 가는 너희들의 조용한 이동을 아무도 눈치채지 못하지. 지금 숲속에 무슨 일이 일어나는지바람은 죄다 그곳에 모여들어 무엇을 수군대고 있는지 아무도 모르지. 은밀한 숲의 진행을무디어진 새들이 가지를 잡고 부리를 가는 동안 몇 번 숲이 흔들렸는지. 흔들리는 사이 너희 튼튼한 뿌리들이 엉킴을 푸는동안 실안개 촉촉히 드리워지는 순간에도 아무도 눈뜨질 못했지. 아무도 보지 못했지. 밤이면 너희를 업고 가는 힘센 돌멩이들 그 마지막 이동의 키질 위에서 풀잎들도 일제히 어둠을 깁는데 우리는 아무것도 보지 못한채 다만 한낮의 비밀을 바람이라 부르네.,0
500,"유독 어린 시절부터 저는 우리나라의 아픔, 전쟁과 분단의 고통을 알게 되었었지요. 6·25동란의 와중에서 생사의 소식이 끊긴 채 영원히 집으로 돌아오지 않으셨던 아버지의 귀가를 기다리는 어머니의 기다림과 저희들 몰래 흘리셨던 눈물을 통해서였습니다.",1
501,"그러나 저희가 공급하는 쌀은 전량 계약재배해 생산한 것으로 품질만큼은 보장할 수 있습니다""朴",1
502,"윤 원내대표는 ""저희 당 소속 의원의 부적절한 말씀으로 인해 불교계의 마음을 어지럽힌 우리 민주당과 불교계 사이 불편한 관계가 만들어진 데 대해 여러 의원들이 다들 마음 아프게 생각한다""며 ""다시 성찰하는 마음을 더해 죄송하다는 뜻으로, 용서를 구하는 마음으로 108배를 드리게 됐다""고 했다.",1
503,"그동안 연로하신 아버님께 불충했던 저희들이 뼈저리게 속죄하고있으니 그만 노여움을 푸시고 하루 빨리 돌아오시길 바랍니다.""",1
504,"매 순간이 돌발상황이고 그 때 그 때 급한불을 끄는게 저희들에게 주어진 일이죠"" 교통사고로 뇌출혈을 일으킨 40대 환자에 응급처치를 막 끝낸 연세대 응급의학과 김승호 교수(36)의 말이다.",1
505,이 개가 보잘 것 없는 미물에 지나지 않을지라도 어머니의 호의와 존재를 그런 식으로 현시하는게 저희들에게는 조금도 욕되지 않습니다.,1
506,"""로마에 가면 로마법을 따르라""는 격언이 있듯이 절에 왔으니 절의 법도를 따라야 한다는 것이 저희 내외의 생각이었습니다.",1
507,저희야 식구가 적어 탈 날 일이 있어야지요.,1
508,"예, 저희도 마찬가지올습니다.""",1
509,"서역관이 저희 집에두 자주 오지 않았습니까?""""",1
510,"하나님 아버지, 저희 가정의 찬송을 기쁘게 받아 주세요"" 한 부부와 두 딸이 함께 하나님을 찬송하는 노래들을 담은 조그만 테이프에서는 풋풋한 가족 애가 흘러나온다.",1
511,"왜냐하면 누군가를 미워하고분노할 수 있을때만 해도 전 저희 내외가 겪고있는 이 ""귀양살이""가 ""남의 탓""이라고 돌려댈 수 있었습니다.",1
512,"""심령이 가난한 자는 복이 있나니 천국이 저희 것 임이요""(마태복음 5장 3절).",0
513,"그러면서 ""어제 한덕수 총리 내정자와 관련해 오늘 언론 보도를 아침에 보니 경륜, 통합, 소통 등의 평가를 주셔서 저희가 더 낮은 자세로 열심히 하겠다는 말씀을 드리겠다""고 전했다.",1
514,"그러나 저희 가족이 이 테이프를 제작하게 된 것은 이 노래들이 부서진 가정이나 위기에 처한 가정에 다시 가정예배가 형성되는 계기가 되었으면하는 바람에서였습니다""",1
515,"학사고시에 기필코 합격하고자하는 분들을 위해 15년전통의 저희 고시연구회에서 확고한 수험 대책을 제시해 드립니다""",1
516,"아빠가 ""얘들아, 그 모습 사진 좀 찍어놓자""고 하자 아이들이 기겁을 하고 저희들 방에 숨기도 했다.",0
517,노사합의 없이 연차수당서 동·하계휴가분 공제 못해문 저희 회사에서는 연차유급휴가를 시행하지않는 대신 매년 연차수당을 지급하고 있습니다.,1
518,저희 집이 안전할 겁니다.,1
519,저희 아버지는 등산 마니아이십니다.,1
520,"그런 말에 개의치 않고, 저희의 음악이 ""노라조 스타일’로 정의될 수 있도록 열심히 할 생각입니다.""(조빈) 노라조는 새 싱글 ""야생마’를 통해 싼티의 진화를 보여주고 있다.",1
521,저희처럼 단골 대상으로 하는 동네 장사에서 가장 중요한 게 믿을 수 있는 음식을 파는 것이라고 생각했어요.,1
522,"결국 저희들이 더 고민하고, 더 나은 음식을 내놓아야 하지요.",1
523,"또 몇몇 분들은 저희가 발표한 곡들이 비슷하다며 ""자기 표절’이라고 폄하하기도 해요.",1
524,"유키스는 드미트로 포노마렌코 주한 우크라이나 대사를 만난 자리에서 ""전쟁으로 인해 고통 받고 있는 우크라이나 국민에게 저희의 작은 마음이 조금이나마 힘이 됐으면 좋겠다""며 ""하루 빨리 전쟁이 종식돼 평화가 오기를 간절히 기원하겠다""고 밝혔다.",1
525,저희 세대는 권위적인 커뮤니케이션에 익숙하지 않은데 나이가 많은 분들 중에는 가끔 여자가 운영하고 이끄는 조직을 가볍게 보시는 분들도 계시기는 해요.,1
526,"비슷한 신생 프로가 나오면 저희들끼리 하는 말이 있어요. """,1
527,천년 역사를 가진 세계문화유산과 유적지를 돌아다닌 끝에 저희는 여행의 하이라이트인 불국사에 들르게 됐습니다.,1
528,"사람들의 감정을 대신 저장해주고, 그것에서 행복을 찾아주는 것이 저희의 목표예요.",1
529,"전 팀장은 ""요즘 채용 담당자들은 지원자들의 ""스펙’이 너무 과도해서 오히려 고민""이라며 """"토익 만점이 저희 인재상입니다’라고 말하는 회사는 어느 곳에도 없다""고 잘라 말했다. """,1
530,흑백사진 오른쪽에 계신 분이 고교 3학년 때의 저희 아버지이십니다.,1
531,친척이 돌아가고 나면 저희들에게 단단히 이르는 것도 잊지 않으셨습니다.,1
532,"나를 흘겨보다 미소 짓는 캐릭터 "" 저희 캐릭터가 지을 수 있는 표정이 40가지 정도 됩니다.",1
533,저희 집에도 아일랜드 방식의 키친바흐를 적용했는데 아내가 참 좋아합니다.,1
534,입학 절차가 까다롭고 경쟁률도 9 대 1에 이르지만 많은 한국 학생이 패션 수도 뉴욕에 있는 저희 학교를 찾아옵니다.,1
535,저희가 그 이후로 고스트 프로토콜이라고 해가지고 회사를 출근하지 않고 어차피 회사에 우리끼리 있어 봤자 아이디어가 갑자기 나오는 것도 아니니까요.,1
536,"당시 오전 5, 6시 쯤 하루를 시작했던 이들의 첫 일과인 기도의 내용은 "" 하나님, 중국 경찰의 눈을 가려 저희를 보지 못하게 하시고 그들의 귀를 막아 저희 소리를 못 듣게 하소서"" 였다고",1
537,"새누리당 홍문종 사무총장은 21일 한 라디오에 출연해 ""당원들은 김황식 전 총리를 ""필승카드’라고 생각하는 것 같다""며 ""김 전 총리가 총리직을 성공적으로 했고, 강직한 이미지와 호남 출신 등 저희 당이 굉장히 선호하는 것을 가지고 있다""고 말했다.",1
538,저희 반엔 시험기간에 커피를 3시간마다 한 잔씩 마시며 꼬박 나흘간 잠을 안 잔 학생이 있었어요.,1
539,"그런 고객들에게 해드릴 수 있는 말은 ""저희도 한도가 이렇게 한 번에 많이 줄어들 것이라고는 예상치 못했다""는 점과 ""기왕 이렇게 된 바에야 법이 바뀐 것만 원망하기보다는 자신의 자산현황을 파악해 최적의 절세전략을 개발하고 수익률을 극대화해야 한다""는 점입니다.",1
540,"""저희들이 꼭 하고 싶은 일이 있는데, 도무지 자리에 가만히 앉아 있질 못하겠더라구요.",1
541,"저희도 팩스 쪽이 좋으니, 잘 부탁합니다.",1
542,"""저희가 이 땅에 와서 제일먼저 배워서 한 말이 뭔지압니까?""",1
543,저희 학교에 놀러 오세요’,1
544,"""마라톤의 긴 호흡을 몸에 익혀70주년을 맞는 동아마라톤대회처럼 저희들도 팬 여러분 곁에 오래 머물고 싶습니다. """,1
545,"아빠 플리즈, 오른쪽 모유는 제꺼예요’(미스터맘마)"" 저희 학교에 놀러 오세요’(여고괴담) 등이 대표작. """,1
546,"소문난 A 룸살롱 사장은 28일 공식 홈페이지를 통해 "" 저희 홈페이지가 3일 전부터 갑자기 방문자 수가 늘어나고 서버가 다운됐다.",1
547,저희 가족은 언니의 유언대로 화장해드렸습니다.,1
548,지금 저희들은 잘 지내고 있으니 크게 다행입니다.,1
549,"임원이라는 자리가 먼저 희생하는 자리라는 것을 절감하고 있다. """,2
550,제 처의 말만을 경솔하게 믿은나머지 제 처와 관련된 사항을 개인적으로 입수하여 제 처를 질책하면서 결백을 밝히라고까지 한 어리석은 행동이 마치 사건의 처리와관련하여 엄청난 부정을 감추는 듯비쳐지고 로비 의혹이라는 본질과무관하게 국민들의 의심을 받게 된것은 저희 부부의 자업자득이라고생각합니다.,1
551,팔찌의 구리 성분이 몸 안에흡수돼 증상이 개선된다는 얘긴데，저희 병원 연구 결과 아무 근거 없다고 증명됐습니다.,1
552,"저희 학생들도 반성하고 잘못을고칠 수 있도록 노력하겠습니다. """,1
553,"피차 ""나를 밀어내려 한다’"" 이간질에 넘어가 충신을 버리려 한다’고 여기는 분위기다. 12일 심야담판에서도 김 총리는 ""나를 규탄하려한다는 정보를 갖고 있다""고 했고，김 부총재는 ""저희를 어떻게 보셨기에 직접 말씀하시지도 않느냐""고 했다.",1
554,저희두 국대안 반대 투쟁 중입니다.,1
555,그러나 적어도 저희는 요즘 달라졌습니다.,1
556,저희들에게 호프집을 출입하지 말라고 다그치시기 전에 저희 학생들이 모여 이야기할 수 있는장소를 마련해 주십시오,1
557,"창업자가 ""저희는 원격 근무 채용 플랫폼을 만드는 회사로"" 우물쭈물하는 사이 40초가 흘렀다.",1
558,"도윤이가 처음 기었을 때, 걸었을 때, 새로운 음식에 도전했을 때 등 저희 부부와 도윤이에게 소중한 순간은 전부 영상으로 기록하고 있어요.",1
559,아버님 어머님， 저희 내외 이끌어주시고 손자 민석이를 힘들게 돌봐주신것을 늘 고맙게 생각합니다.,1
560,"""어른들도 저희처럼 양보를‥‥""중계동""어린이 교통공원’ 초등생 등 하루 250명 찾아 큰 길 건너는 요령등 배워. 서울 노원구 중계동에는""어린이 교통공원’이 있다.",1
561,또 기원전 한무제가 산동 장정 5만 명을 누선에 태워가지고 황해 위에서 저희 이주민들을 위협하던 것으로써 동양 전체의 해군사의 첫 장을 삼는다는 이야기도 말하고자 아니한다.,1
562,"행장은 인에게 마지막 청으로 ""저희들 여러 진으로 사람을 내보내어 같이 돌아갈 것을 약속이라도 하게해주시오"" (선묘중흥지)하여 인의 허락을 받고,작은배 1척을 내보냈다.",1
563,왕지네의 졸개들이 흩어질 무렵 저희끼리 술 자리에서 주고 받는 말을 귀담아 듣고 속으로 적잖이 놀라와했던 노파였다.,0
564,"이 일에 축복을 아끼지 마옵시고 저희들의 마음과 지혜를 더욱 부하게 하시옵소서.""",1
565,나라는 죽어도 저희들 몇 사람만은 살아야만 했던 것 인사.,1
566,옆에서 떨고만있는 까까머리들은 저희들도 밧줄에 주렁박처럼 얽히지 않을까해서 간덩어리가 콩알만큼씩 졸아들었다.,0
567,"하룻밤이라도 저희 마을에 묵고 가셔야 합니다.""",1
568,"외국사람들이 저희들의 공연을 보고"" 원더풀"", "" 뷰티풀"" 의 찬사를 던지는 것은 단원들의 미모와 한국적인 의상도 어필했던 것 같아요.",1
569,저희 객단가가 4만5000원~4만7000원이라고 했잖아요?,1
570,"저희들이 난처스럽습니다. 다락에 올라 아뢰야 하는데요."" """,1
571,"안보는TV시청료""송전없다""증명을 <문>70년엔 저희 동네에도 전기가 들어온다는 말에 TV수상기1대를 사 1년치 시청료를 지불했읍니다.",1
572,부락의 젊은 청년들이 학교교실이 저희들 침실인것처럼 학교에와서 자는 것을 제지하다가 그들 떼거리가 찾아와서 옥다구니를 하던 여름밤의 일.,0
573,또 종업원들 말에의하면 방마다 텔레비존 냉장고 등이 있지만 손도 안대고서로 저희끼리 모여 회의를 자주 한다는거예요.,0
574,만일 신문이 저희들의 편에 서고 또 저희들이 그걸 느낀다면 왜 신문이 읽을거리가없겠어요.,1
575,그저께 초이튿날 당포접전이 있은 뒤에 왜적들은 저희들 죽은놈들의 머리를 모조리 베어 무더기로 쌓아놓고 불태워 버리고는 육로로 가버렸는데 그놈들은 길에서 우리 백성들을 만나도 죽일 생각은 품지 않고 그저 울기만 하면서 가는 것이었읍니다.,0
576,〃할아버지 저희들이 받들겠어요〃,1
577,"가난한 마을입니다만 저희들이 다만 하루 이틀이라도 모셔야겠읍니다.""",1
578,저희나라 안에서도 마찬가지다.,0
579,"폐하, 저희가 위기의 시기와 정도, 심각성을 예측하고 이를 저지하지 못한 것은 금융 시스템의 리스크를 전체적으로 이해하는 집단 상상에 실패했기 때문입니다.",1
580,"B군은 ""현재 아이는 저희 아버지 집에서 잘 돌보고 있다""며 ""그날 이후로 아이 엄마는 짐을 갖고 집에서 나갔다""고 말했다.",1
581,"안 대표는 사당화 논란이 불거졌던 1월 말에도 ""우리는 지금 16석에 불과하다""며 ""저희는 창당준비위원회 단계로 아직 제대로 된 정당의 모습은 갖추지 못했다""고 했다.",1
582,저희는 돈을 아끼자는 목표가 뚜렷해요.,1
583,"황 이사는 """"움직임’에 대한 저희의 애착은 게임으로 더 나은 세상을 만들기 위한 고민의 결과물이었습니다. 앞으로도 그런 애착으로 게임을 만들 겁니다""라고 말했다.",1
584,보통 두세 번 암행 뒤 선정을 결정하지만 저희 가게에는 다섯 번 이상 방문했다고 하더군요.,1
585,"임원 중 한 명은 ""저희 임원들이 일을 잘 못해 문제가 생긴 듯하다. 제안한 내용은 끝까지 해결하도록 하겠다""며 ""각자 현업에 돌아간 뒤에도 좋은 의견이 떠오르면 언제든 메일 또는 전화로 알려 달라""고 주문했다.",1
586,""" 권해원 군 (12· 초등학생) "" 아이돌 공연에 저희처럼 엄마와 딸이 같이 오는 경우도 꽤 많아요.",1
587,"저희가 감당할 수 있는 수준이 아니었어요.""",1
588,거기도 일이 늦게 끝나는데 낮에 바쁘니까 생일파티를 못 했다가 새벽에 저희 가게에 와서 케이크 놓고 축하 파티를 할 때가 종종 있더라고요.,1
589,"이견은 지속적으로 대화를 통해 협력하고 서로 이해를 시키고, 또 부족한 것은 저희가 갖춰 가면서 조화로운 관계를 이뤄내도록 하겠다.",1
590,"알릴 창구는 저희가 마련해 드립니다""",1
591,"그러면서 황희찬은 "" 이번 월드컵에 참가했던 세대들이 2002년 월드컵을 보고 꿈을 키워 왔던 친구들, 형들, 동생들인데, 저희가 같은 무대에서 원정 16 강 진출이라는 역사적인 순간을 만들어 너무 기쁘고 자랑스럽다는 얘기를 했다 ""며 "" 저희가 더 좋은 팀으로 발전할 수 있는 부분을 잘 알고 있었다.",1
592,"안 대표는 김 대표의 야권연대 제안에 대해서도 ""처음부터 저희 당을 정치공작의 대상으로 삼았다""면서 ""그것들이 실패하다보니 이제 패배의 책임을 돌리려 공작하고 있는 게 아닌가 생각한다""고 했다.",1
593,"가판대 위에 ""저희가 다니던 직장을 내팽개치고 스무디 장사를 해도 될 것 같습니까?’",1
594,"나경원 의원도 ""당 대표께서 오셨는데 최고위원은 아무도 참석하지 않았다""며 ""저희 당이 어떤 모습으로 비칠까 아쉽다""고 지적했다.",1
595,"날개 단 주택연금…주거용 오피스텔도 허용 추진 ""아버지가 평생 이루신 재산이니 굳이 저희한테 물려주실 생각 마시고 편하게 결정하세요.""",1
596,"[사설]DJ 7주기에 돌아보는 야당 집권의 길 어제 거행된 고(故) 김대중(DJ) 전 대통령 7주기 추도식에서 문재인 전 더불어민주당 대표는 ""내년 대선에서 정권교체를 하기 위해서는 (야권이) 다들 뜻을 함께하리라고 믿는다""며 ""저희가 어떤 방식이든 함께 힘을 모아서 반드시 정권교체를 해낼 것""이라고 말했다.",1
597,"또 ""저희가 (당을) 나가게 된다면 의원 수가 적어도 30명 이상은 된다""고도 했다. *　""새누리당 자산 국가에 헌납해야""",1
